,dept,dist,station,value,date
154212,Revenue,Salem,Salem,11.8,26-08-2005
154248,Revenue,Salem,Omalur,6,26-08-2005
154348,Revenue,Salem,Attur,57.7,27-08-2005
154388,Revenue,Salem,Gangavalli,33.6,27-08-2005
154397,Revenue,Salem,Valappady,30,27-08-2005
154457,Revenue,Salem,Salem,12.5,27-08-2005
154487,Revenue,Salem,Yercaud,9,27-08-2005
154498,Revenue,Salem,Omalur,7.4,27-08-2005
154534,Revenue,Salem,Mettur,4.8,27-08-2005
154535,Revenue,Salem,Edapadi,4.6,27-08-2005
154549,Revenue,Salem,sankaridurg,3,27-08-2005
154599,Revenue,Salem,Omalur,45.6,28-08-2005
154615,Revenue,Salem,Salem,31.4,28-08-2005
154637,Revenue,Salem,Valappady,14,28-08-2005
154652,Revenue,Salem,Gangavalli,10.4,28-08-2005
154666,Revenue,Salem,Mettur,8.8,28-08-2005
154691,Revenue,Salem,Yercaud,4,28-08-2005
154716,Revenue,Salem,Edapadi,1,28-08-2005
154730,Revenue,Salem,Yercaud,101.6,29-08-2005
154735,Revenue,Salem,Valappady,68,29-08-2005
154741,Revenue,Salem,Mettur,36,29-08-2005
154753,Revenue,Salem,Salem,22.6,29-08-2005
154774,Revenue,Salem,Omalur,10.8,29-08-2005
154787,Revenue,Salem,Gangavalli,5.4,29-08-2005
154804,Revenue,Salem,Attur,1.6,29-08-2005
154805,Revenue,Salem,Edapadi,1,29-08-2005
154825,Revenue,Salem,sankaridurg,25.6,30-08-2005
154840,Revenue,Salem,Gangavalli,10.6,30-08-2005
154841,Revenue,Salem,Valappady,10,30-08-2005
154883,Revenue,Salem,Edapadi,61,31-08-2005
154884,Revenue,Salem,Mettur,57,31-08-2005
154887,Revenue,Salem,Valappady,42,31-08-2005
154898,Revenue,Salem,Yercaud,25.8,31-08-2005
154900,Revenue,Salem,sankaridurg,24.4,31-08-2005
154908,Revenue,Salem,Salem,18.4,31-08-2005
154929,Revenue,Salem,Omalur,11.6,31-08-2005
154956,Revenue,Salem,Attur,4.8,31-08-2005
155059,Revenue,Salem,Gangavalli,15.8,01-09-2005
155103,Revenue,Salem,Attur,7.2,01-09-2005
155187,Revenue,Salem,Valappady,43,02-09-2005
155216,Revenue,Salem,Yercaud,21.4,02-09-2005
155222,Revenue,Salem,Attur,19.4,02-09-2005
155229,Revenue,Salem,Mettur,17.4,02-09-2005
155243,Revenue,Salem,Salem,12.4,02-09-2005
155264,Revenue,Salem,Omalur,9,02-09-2005
155300,Revenue,Salem,Edapadi,2.2,02-09-2005
155345,Revenue,Salem,Yercaud,30,03-09-2005
155348,Revenue,Salem,Valappady,29,03-09-2005
155381,Revenue,Salem,Attur,7.6,03-09-2005
155387,Revenue,Salem,Omalur,6.8,03-09-2005
155406,Revenue,Salem,Salem,4.6,03-09-2005
155420,Revenue,Salem,Mettur,2.3,03-09-2005
155468,Revenue,Salem,Yercaud,34.8,04-09-2005
155471,Revenue,Salem,Edapadi,31.6,04-09-2005
155514,Revenue,Salem,sankaridurg,14,04-09-2005
155587,Revenue,Salem,Valappady,2,04-09-2005
155651,Revenue,Salem,Omalur,39.4,05-09-2005
155662,Revenue,Salem,Attur,32.6,05-09-2005
155679,Revenue,Salem,Yercaud,24.6,05-09-2005
155696,Revenue,Salem,Salem,17.3,05-09-2005
155725,Revenue,Salem,Mettur,9.4,05-09-2005
155745,Revenue,Salem,Valappady,6,05-09-2005
155746,Revenue,Salem,sankaridurg,6,05-09-2005
155756,Revenue,Salem,Edapadi,5.1,05-09-2005
155809,Revenue,Salem,Gangavalli,1,05-09-2005
155831,Revenue,Salem,Yercaud,46,06-09-2005
155836,Revenue,Salem,Edapadi,38.6,06-09-2005
155932,Revenue,Salem,Valappady,5,06-09-2005
155949,Revenue,Salem,Attur,3.6,06-09-2005
155963,Revenue,Salem,Gangavalli,2.2,06-09-2005
155982,Revenue,Salem,Salem,1.2,06-09-2005
156095,Revenue,Salem,sankaridurg,6,07-09-2005
156176,Revenue,Salem,Valappady,2,07-09-2005
156195,Revenue,Salem,Salem,1.2,07-09-2005
156197,Revenue,Salem,Attur,1.2,07-09-2005
156203,Revenue,Salem,Gangavalli,1,07-09-2005
156283,Revenue,Salem,Yercaud,2.02,08-09-2005
156388,Revenue,Salem,sankaridurg,14.2,09-09-2005
156421,Revenue,Salem,Attur,7.6,09-09-2005
156472,Revenue,Salem,Edapadi,2.6,09-09-2005
156504,Revenue,Salem,Salem,0.5,09-09-2005
156560,Revenue,Salem,Omalur,5.6,10-09-2005
156588,Revenue,Salem,Yercaud,1.2,10-09-2005
156636,Revenue,Salem,Mettur,21.6,11-09-2005
156651,Revenue,Salem,Edapadi,17,11-09-2005
156656,Revenue,Salem,Valappady,16,11-09-2005
156660,Revenue,Salem,Gangavalli,15.8,11-09-2005
156661,Revenue,Salem,Yercaud,15.6,11-09-2005
156671,Revenue,Salem,sankaridurg,13.2,11-09-2005
156695,Revenue,Salem,Attur,8.6,11-09-2005
156706,Revenue,Salem,Omalur,7.2,11-09-2005
156734,Revenue,Salem,Salem,3.2,11-09-2005
156913,Revenue,Salem,Mettur,56.8,16-09-2005
156917,Revenue,Salem,Omalur,42,16-09-2005
156931,Revenue,Salem,Salem,24.7,16-09-2005
156957,Revenue,Salem,Valappady,10,16-09-2005
156977,Revenue,Salem,Attur,6.6,16-09-2005
156986,Revenue,Salem,Gangavalli,5.3,16-09-2005
156987,Revenue,Salem,sankaridurg,5.2,16-09-2005
157006,Revenue,Salem,Yercaud,2.4,16-09-2005
157015,Revenue,Salem,Edapadi,29,17-09-2005
157032,Revenue,Salem,Gangavalli,3.2,17-09-2005
157097,Revenue,Salem,Yercaud,1,21-09-2005
157101,Revenue,Salem,Salem,0.3,21-09-2005
157139,Revenue,Salem,Mettur,9.4,23-09-2005
157312,Revenue,Salem,Edapadi,2,26-09-2005
157468,Revenue,Salem,Omalur,65.4,29-09-2005
157473,Revenue,Salem,Salem,62.1,29-09-2005
157490,Revenue,Salem,Yercaud,45.2,29-09-2005
157565,Revenue,Salem,Attur,12.4,29-09-2005
157566,Revenue,Salem,Valappady,12,29-09-2005
157579,Revenue,Salem,Mettur,9.7,29-09-2005
157585,Revenue,Salem,Gangavalli,8.8,29-09-2005
157593,Revenue,Salem,Edapadi,5.2,29-09-2005
157646,Revenue,Salem,Yercaud,21,30-09-2005
157649,Revenue,Salem,sankaridurg,19.6,30-09-2005
157652,Revenue,Salem,Attur,18.2,30-09-2005
157673,Revenue,Salem,Salem,7.9,30-09-2005
157695,Revenue,Salem,Omalur,2.6,30-09-2005
157792,Revenue,Salem,Mettur,1.2,02-10-2005
157803,Revenue,Salem,Salem,36.8,03-10-2005
157835,Revenue,Salem,Omalur,12.2,03-10-2005
157858,Revenue,Salem,Mettur,7.4,03-10-2005
157882,Revenue,Salem,Yercaud,4.4,03-10-2005
157902,Revenue,Salem,Edapadi,2,03-10-2005
157931,Revenue,Salem,Edapadi,90.4,04-10-2005
157933,Revenue,Salem,Salem,65.4,04-10-2005
157948,Revenue,Salem,Yercaud,37.6,04-10-2005
157965,Revenue,Salem,Omalur,27.8,04-10-2005
157981,Revenue,Salem,Gangavalli,20.2,04-10-2005
158019,Revenue,Salem,Valappady,7,04-10-2005
158021,Revenue,Salem,Mettur,6.3,04-10-2005
158034,Revenue,Salem,Attur,4.6,04-10-2005
158071,Revenue,Salem,Mettur,43,05-10-2005
158108,Revenue,Salem,Gangavalli,14.6,05-10-2005
158121,Revenue,Salem,Edapadi,8,05-10-2005
158132,Revenue,Salem,Attur,5.2,05-10-2005
158151,Revenue,Salem,Yercaud,2.6,05-10-2005
158153,Revenue,Salem,Valappady,2,05-10-2005
158181,Revenue,Salem,sankaridurg,10.2,06-10-2005
158217,Revenue,Salem,Yercaud,0.2,06-10-2005
158292,Revenue,Salem,Attur,3.4,07-10-2005
158312,Revenue,Salem,Salem,0.3,07-10-2005
158314,Revenue,Salem,Salem,79.5,08-10-2005
158336,Revenue,Salem,Mettur,34,08-10-2005
158396,Revenue,Salem,sankaridurg,8.6,08-10-2005
158422,Revenue,Salem,Omalur,4.6,08-10-2005
158425,Revenue,Salem,Edapadi,4,08-10-2005
158426,Revenue,Salem,Valappady,4,08-10-2005
158433,Revenue,Salem,Attur,3.6,08-10-2005
158496,Revenue,Salem,sankaridurg,36.6,09-10-2005
158531,Revenue,Salem,Valappady,19,09-10-2005
158594,Revenue,Salem,Salem,6.4,09-10-2005
158632,Revenue,Salem,Gangavalli,2.8,09-10-2005
158649,Revenue,Salem,Mettur,1,09-10-2005
158650,Revenue,Salem,Omalur,1,09-10-2005
158702,Revenue,Salem,Omalur,10,10-10-2005
158706,Revenue,Salem,Gangavalli,8.6,10-10-2005
158710,Revenue,Salem,Yercaud,7.6,10-10-2005
158851,Revenue,Salem,Attur,9.6,11-10-2005
158883,Revenue,Salem,Salem,5.4,11-10-2005
158906,Revenue,Salem,Valappady,3,11-10-2005
158927,Revenue,Salem,Yercaud,1.6,11-10-2005
159024,Revenue,Salem,Attur,33.4,12-10-2005
159041,Revenue,Salem,Gangavalli,27.6,12-10-2005
159059,Revenue,Salem,Yercaud,23.6,12-10-2005
159087,Revenue,Salem,Valappady,18,12-10-2005
159187,Revenue,Salem,Omalur,6.4,12-10-2005
159211,Revenue,Salem,Mettur,4,12-10-2005
159236,Revenue,Salem,Salem,2.8,12-10-2005
159278,Revenue,Salem,Mettur,70,13-10-2005
159307,Revenue,Salem,Omalur,37.6,13-10-2005
159310,Revenue,Salem,sankaridurg,36.6,13-10-2005
159378,Revenue,Salem,Edapadi,16.4,13-10-2005
159513,Revenue,Salem,Attur,1.4,13-10-2005
159519,Revenue,Salem,Gangavalli,1.1,13-10-2005
159521,Revenue,Salem,Salem,1,13-10-2005
159636,Revenue,Salem,sankaridurg,18.4,14-10-2005
159652,Revenue,Salem,Edapadi,16.4,14-10-2005
159658,Revenue,Salem,Mettur,15.6,14-10-2005
159659,Revenue,Salem,Yercaud,15.6,14-10-2005
159721,Revenue,Salem,Salem,7.3,14-10-2005
159794,Revenue,Salem,Gangavalli,1.8,14-10-2005
159795,Revenue,Salem,Attur,1.8,14-10-2005
159860,Revenue,Salem,Salem,13.8,16-10-2005
159864,Revenue,Salem,sankaridurg,11.6,16-10-2005
159887,Revenue,Salem,Edapadi,2.2,16-10-2005
159905,Revenue,Salem,Attur,36.4,17-10-2005
159917,Revenue,Salem,Gangavalli,19.4,17-10-2005
159918,Revenue,Salem,Mettur,19.2,17-10-2005
159919,Revenue,Salem,Yercaud,18.4,17-10-2005
159935,Revenue,Salem,Edapadi,10,17-10-2005
159944,Revenue,Salem,Omalur,6.2,17-10-2005
159949,Revenue,Salem,Valappady,5,17-10-2005
159956,Revenue,Salem,Salem,4,17-10-2005
160019,Revenue,Salem,Mettur,8.2,18-10-2005
160041,Revenue,Salem,Gangavalli,4.4,18-10-2005
160147,Revenue,Salem,Gangavalli,31.4,19-10-2005
160186,Revenue,Salem,Edapadi,23,19-10-2005
160197,Revenue,Salem,Omalur,21.4,19-10-2005
160211,Revenue,Salem,Mettur,19.1,19-10-2005
160228,Revenue,Salem,Yercaud,16.8,19-10-2005
160232,Revenue,Salem,sankaridurg,16.1,19-10-2005
160235,Revenue,Salem,Valappady,16,19-10-2005
160301,Revenue,Salem,Attur,7.4,19-10-2005
160304,Revenue,Salem,Salem,7,19-10-2005
160435,Revenue,Salem,Mettur,43.8,20-10-2005
160456,Revenue,Salem,Omalur,36.2,20-10-2005
160480,Revenue,Salem,Salem,22,20-10-2005
160488,Revenue,Salem,Yercaud,19,20-10-2005
160493,Revenue,Salem,sankaridurg,17.6,20-10-2005
160504,Revenue,Salem,Attur,14.2,20-10-2005
160512,Revenue,Salem,Edapadi,12.4,20-10-2005
160561,Revenue,Salem,Gangavalli,4.4,20-10-2005
160575,Revenue,Salem,Valappady,3,20-10-2005
160618,Revenue,Salem,sankaridurg,46.2,21-10-2005
160637,Revenue,Salem,Mettur,26,21-10-2005
160673,Revenue,Salem,Valappady,11,21-10-2005
160698,Revenue,Salem,Edapadi,6.4,21-10-2005
160781,Revenue,Salem,Edapadi,72.4,22-10-2005
160807,Revenue,Salem,Valappady,44,22-10-2005
160830,Revenue,Salem,Salem,33.6,22-10-2005
160872,Revenue,Salem,Yercaud,19.4,22-10-2005
160885,Revenue,Salem,Omalur,17,22-10-2005
160889,Revenue,Salem,Mettur,16.8,22-10-2005
160897,Revenue,Salem,Gangavalli,14.8,22-10-2005
160947,Revenue,Salem,sankaridurg,6.8,22-10-2005
160992,Revenue,Salem,Attur,1.2,22-10-2005
161040,Revenue,Salem,Mettur,67.6,23-10-2005
161066,Revenue,Salem,Edapadi,50.6,23-10-2005
161072,Revenue,Salem,sankaridurg,48.2,23-10-2005
161087,Revenue,Salem,Yercaud,41.4,23-10-2005
161119,Revenue,Salem,Gangavalli,33.2,23-10-2005
161175,Revenue,Salem,Omalur,18.4,23-10-2005
161236,Revenue,Salem,Salem,10,23-10-2005
161246,Revenue,Salem,Attur,9.6,23-10-2005
161277,Revenue,Salem,Valappady,5,23-10-2005
161321,Revenue,Salem,Yercaud,103.2,24-10-2005
161358,Revenue,Salem,Valappady,47,24-10-2005
161363,Revenue,Salem,Mettur,42.8,24-10-2005
161407,Revenue,Salem,Gangavalli,20.2,24-10-2005
161416,Revenue,Salem,Salem,18.5,24-10-2005
161456,Revenue,Salem,Omalur,11.2,24-10-2005
161474,Revenue,Salem,Attur,8.4,24-10-2005
161512,Revenue,Salem,Edapadi,4.6,24-10-2005
161613,Revenue,Salem,Gangavalli,65,25-10-2005
161639,Revenue,Salem,Mettur,40.2,25-10-2005
161723,Revenue,Salem,Attur,17.4,25-10-2005
161751,Revenue,Salem,Edapadi,13,25-10-2005
161766,Revenue,Salem,Valappady,11,25-10-2005
161796,Revenue,Salem,sankaridurg,9.6,25-10-2005
161852,Revenue,Salem,Salem,4.5,25-10-2005
161862,Revenue,Salem,Yercaud,3.6,25-10-2005
161871,Revenue,Salem,Omalur,2.8,25-10-2005
161921,Revenue,Salem,Gangavalli,30.2,26-10-2005
161958,Revenue,Salem,Yercaud,20,26-10-2005
161966,Revenue,Salem,Valappady,19,26-10-2005
162002,Revenue,Salem,Attur,13.4,26-10-2005
162034,Revenue,Salem,Omalur,8.4,26-10-2005
162058,Revenue,Salem,Salem,5.6,26-10-2005
162066,Revenue,Salem,Mettur,5,26-10-2005
162079,Revenue,Salem,sankaridurg,4.8,26-10-2005
162097,Revenue,Salem,Edapadi,3.4,26-10-2005
162250,Revenue,Salem,Yercaud,25.4,27-10-2005
162252,Revenue,Salem,Valappady,25,27-10-2005
162253,Revenue,Salem,Salem,24.5,27-10-2005
162261,Revenue,Salem,Gangavalli,21.2,27-10-2005
162265,Revenue,Salem,Omalur,17.8,27-10-2005
162267,Revenue,Salem,Mettur,17.2,27-10-2005
162292,Revenue,Salem,Edapadi,11,27-10-2005
162314,Revenue,Salem,sankaridurg,8.4,27-10-2005
162340,Revenue,Salem,Attur,5.6,27-10-2005
162519,Revenue,Salem,Yercaud,5.2,28-10-2005
162520,Revenue,Salem,Valappady,5,28-10-2005
162526,Revenue,Salem,Omalur,3.2,28-10-2005
162527,Revenue,Salem,Attur,3.2,28-10-2005
162531,Revenue,Salem,Salem,2.7,28-10-2005
162532,Revenue,Salem,Gangavalli,2.4,28-10-2005
162533,Revenue,Salem,Edapadi,2,28-10-2005
162606,Revenue,Salem,Yercaud,27.4,31-10-2005
162643,Revenue,Salem,Mettur,8.4,31-10-2005
162684,Revenue,Salem,Attur,1.4,31-10-2005
162702,Revenue,Salem,Edapadi,40,01-11-2005
162723,Revenue,Salem,Yercaud,21,01-11-2005
162763,Revenue,Salem,Mettur,6.8,01-11-2005
162765,Revenue,Salem,Attur,6.4,01-11-2005
162788,Revenue,Salem,Salem,3.7,01-11-2005
162792,Revenue,Salem,Omalur,3.4,01-11-2005
162795,Revenue,Salem,Valappady,3,01-11-2005
162821,Revenue,Salem,Edapadi,101,02-11-2005
162822,Revenue,Salem,Mettur,92.6,02-11-2005
162829,Revenue,Salem,Valappady,70,02-11-2005
162838,Revenue,Salem,sankaridurg,52.8,02-11-2005
162842,Revenue,Salem,Salem,46.9,02-11-2005
162844,Revenue,Salem,Yercaud,45.4,02-11-2005
162893,Revenue,Salem,Omalur,19,02-11-2005
162906,Revenue,Salem,Attur,15.2,02-11-2005
163002,Revenue,Salem,Gangavalli,3.8,02-11-2005
163148,Revenue,Salem,Yercaud,14,03-11-2005
163157,Revenue,Salem,Gangavalli,10.6,03-11-2005
163163,Revenue,Salem,Valappady,10,03-11-2005
163202,Revenue,Salem,Edapadi,5.2,03-11-2005
163223,Revenue,Salem,Attur,3.2,03-11-2005
163240,Revenue,Salem,Mettur,2.4,03-11-2005
163268,Revenue,Salem,Salem,1.3,03-11-2005
163396,Revenue,Salem,Gangavalli,4,04-11-2005
163430,Revenue,Salem,Attur,2.4,04-11-2005
163451,Revenue,Salem,Mettur,1.6,04-11-2005
163499,Revenue,Salem,sankaridurg,54.6,05-11-2005
163575,Revenue,Salem,Edapadi,27.6,05-11-2005
163656,Revenue,Salem,Attur,12.6,05-11-2005
163701,Revenue,Salem,Gangavalli,8.6,05-11-2005
163711,Revenue,Salem,Mettur,7.6,05-11-2005
163719,Revenue,Salem,Yercaud,6.4,05-11-2005
163722,Revenue,Salem,Valappady,6,05-11-2005
163779,Revenue,Salem,Omalur,2.2,05-11-2005
163793,Revenue,Salem,Salem,1.7,05-11-2005
163992,Revenue,Salem,Valappady,10,06-11-2005
164007,Revenue,Salem,Gangavalli,9.2,06-11-2005
164050,Revenue,Salem,Attur,5.2,06-11-2005
164094,Revenue,Salem,Yercaud,2.6,06-11-2005
164126,Revenue,Salem,Salem,0.7,06-11-2005
164278,Revenue,Salem,Gangavalli,8.8,07-11-2005
164286,Revenue,Salem,Yercaud,7.4,07-11-2005
164310,Revenue,Salem,Attur,4.6,07-11-2005
164315,Revenue,Salem,Valappady,4,07-11-2005
164333,Revenue,Salem,Salem,2.5,07-11-2005
164347,Revenue,Salem,Omalur,1,07-11-2005
164524,Revenue,Salem,Gangavalli,4.4,08-11-2005
164532,Revenue,Salem,Yercaud,3.6,08-11-2005
164542,Revenue,Salem,Valappady,2,08-11-2005
164543,Revenue,Salem,Attur,2,08-11-2005
164748,Revenue,Salem,Attur,1.6,09-11-2005
164749,Revenue,Salem,Gangavalli,1.4,09-11-2005
164823,Revenue,Salem,Yercaud,5.4,10-11-2005
164834,Revenue,Salem,Attur,4.2,10-11-2005
164838,Revenue,Salem,Valappady,4,10-11-2005
164865,Revenue,Salem,Omalur,2,10-11-2005
164891,Revenue,Salem,Salem,1,10-11-2005
165034,Revenue,Salem,Yercaud,26.4,12-11-2005
165080,Revenue,Salem,Attur,12,12-11-2005
165111,Revenue,Salem,Salem,6.7,12-11-2005
165134,Revenue,Salem,sankaridurg,4.6,12-11-2005
165189,Revenue,Salem,Valappady,1,12-11-2005
165367,Revenue,Salem,Salem,0.4,13-11-2005
165798,Revenue,Salem,Yercaud,20,22-11-2005
165865,Revenue,Salem,Omalur,9,22-11-2005
165907,Revenue,Salem,Gangavalli,3.6,22-11-2005
165909,Revenue,Salem,Salem,3.5,22-11-2005
165910,Revenue,Salem,Attur,3.2,22-11-2005
165913,Revenue,Salem,Valappady,3,22-11-2005
165932,Revenue,Salem,Edapadi,1,22-11-2005
165940,Revenue,Salem,Mettur,0.9,22-11-2005
166015,Revenue,Salem,Yercaud,73,23-11-2005
166062,Revenue,Salem,Gangavalli,55.2,23-11-2005
166083,Revenue,Salem,Valappady,50,23-11-2005
166117,Revenue,Salem,Salem,43,23-11-2005
166195,Revenue,Salem,Attur,27.4,23-11-2005
166202,Revenue,Salem,Omalur,26.8,23-11-2005
166208,Revenue,Salem,Edapadi,25,23-11-2005
166219,Revenue,Salem,Mettur,23.7,23-11-2005
166239,Revenue,Salem,sankaridurg,19.2,23-11-2005
166376,Revenue,Salem,Yercaud,154.6,24-11-2005
166389,Revenue,Salem,Gangavalli,145.6,24-11-2005
166410,Revenue,Salem,Valappady,127,24-11-2005
166423,Revenue,Salem,Attur,120,24-11-2005
166449,Revenue,Salem,Salem,103.6,24-11-2005
166467,Revenue,Salem,Omalur,90.6,24-11-2005
166483,Revenue,Salem,Edapadi,85,24-11-2005
166508,Revenue,Salem,sankaridurg,66,24-11-2005
166534,Revenue,Salem,Mettur,56.4,24-11-2005
166811,Revenue,Salem,Valappady,37,25-11-2005
166836,Revenue,Salem,Attur,32.6,25-11-2005
166843,Revenue,Salem,Yercaud,31,25-11-2005
166849,Revenue,Salem,Gangavalli,30.3,25-11-2005
166894,Revenue,Salem,Mettur,24.4,25-11-2005
166919,Revenue,Salem,Edapadi,21,25-11-2005
166965,Revenue,Salem,Salem,16.1,25-11-2005
166973,Revenue,Salem,sankaridurg,14,25-11-2005
166993,Revenue,Salem,Omalur,11.4,25-11-2005
167120,Revenue,Salem,Edapadi,8,26-11-2005
167149,Revenue,Salem,Mettur,3.4,26-11-2005
167165,Revenue,Salem,Gangavalli,2.4,26-11-2005
167241,Revenue,Salem,Yercaud,10,27-11-2005
167298,Revenue,Salem,Valappady,3,27-11-2005
167333,Revenue,Salem,Salem,0.6,27-11-2005
167586,Revenue,Salem,Yercaud,8.8,03-12-2005
167593,Revenue,Salem,Omalur,7,03-12-2005
167607,Revenue,Salem,Salem,4.7,03-12-2005
167621,Revenue,Salem,Gangavalli,2.2,03-12-2005
167623,Revenue,Salem,Valappady,2,03-12-2005
167624,Revenue,Salem,Mettur,2,03-12-2005
167634,Revenue,Salem,Attur,1.4,03-12-2005
167716,Revenue,Salem,Yercaud,61.2,04-12-2005
167777,Revenue,Salem,Gangavalli,36.6,04-12-2005
167785,Revenue,Salem,Attur,33.4,04-12-2005
167809,Revenue,Salem,Salem,26.6,04-12-2005
167829,Revenue,Salem,Valappady,22,04-12-2005
167849,Revenue,Salem,Mettur,17.8,04-12-2005
167850,Revenue,Salem,Omalur,17.2,04-12-2005
167880,Revenue,Salem,sankaridurg,11,04-12-2005
167922,Revenue,Salem,Edapadi,2.6,04-12-2005
168067,Revenue,Salem,Gangavalli,9.4,05-12-2005
168070,Revenue,Salem,Yercaud,9.2,05-12-2005
168084,Revenue,Salem,Mettur,8.4,05-12-2005
168111,Revenue,Salem,Valappady,6,05-12-2005
168144,Revenue,Salem,Edapadi,4,05-12-2005
168145,Revenue,Salem,Salem,4,05-12-2005
168172,Revenue,Salem,Attur,2.4,05-12-2005
168178,Revenue,Salem,Omalur,2,05-12-2005
168299,Revenue,Salem,Gangavalli,2.2,06-12-2005
168300,Revenue,Salem,Salem,2.2,06-12-2005
168321,Revenue,Salem,Edapadi,1,06-12-2005
168493,Revenue,Salem,Salem,8.5,10-12-2005
168514,Revenue,Salem,Edapadi,5,10-12-2005
168524,Revenue,Salem,Valappady,4,10-12-2005
168532,Revenue,Salem,Yercaud,3.4,10-12-2005
168533,Revenue,Salem,Mettur,3.2,10-12-2005
168537,Revenue,Salem,sankaridurg,3,10-12-2005
168554,Revenue,Salem,Gangavalli,2.2,10-12-2005
168556,Revenue,Salem,Omalur,2,10-12-2005
168754,Revenue,Salem,Attur,22.8,11-12-2005
168797,Revenue,Salem,Gangavalli,16.3,11-12-2005
168834,Revenue,Salem,Yercaud,11.6,11-12-2005
168876,Revenue,Salem,Salem,4.1,11-12-2005
168906,Revenue,Salem,Edapadi,1.6,11-12-2005
168908,Revenue,Salem,Omalur,1.4,11-12-2005
168915,Revenue,Salem,Valappady,0.6,11-12-2005
168916,Revenue,Salem,sankaridurg,0.5,11-12-2005
169125,Revenue,Salem,Gangavalli,3.2,12-12-2005
169142,Revenue,Salem,Mettur,2.4,12-12-2005
169151,Revenue,Salem,Yercaud,2,12-12-2005
169174,Revenue,Salem,Salem,0.8,12-12-2005
169207,Revenue,Salem,Valappady,46,13-12-2005
169220,Revenue,Salem,Yercaud,35,13-12-2005
169229,Revenue,Salem,Omalur,30.2,13-12-2005
169246,Revenue,Salem,Salem,22.7,13-12-2005
169258,Revenue,Salem,Attur,19.4,13-12-2005
169307,Revenue,Salem,Mettur,9.8,13-12-2005
169318,Revenue,Salem,Gangavalli,8.2,13-12-2005
169342,Revenue,Salem,sankaridurg,6.4,13-12-2005
169360,Revenue,Salem,Edapadi,5,13-12-2005
169485,Revenue,Salem,Mettur,19,14-12-2005
169487,Revenue,Salem,Yercaud,18.8,14-12-2005
169503,Revenue,Salem,Edapadi,16,14-12-2005
169530,Revenue,Salem,Salem,12,14-12-2005
169556,Revenue,Salem,Valappady,10,14-12-2005
169608,Revenue,Salem,Gangavalli,5.3,14-12-2005
169616,Revenue,Salem,Omalur,5,14-12-2005
169660,Revenue,Salem,Attur,3.6,14-12-2005
169735,Revenue,Salem,Gangavalli,9.8,15-12-2005
169762,Revenue,Salem,Attur,1.4,15-12-2005
169873,Revenue,Salem,Yercaud,2,18-12-2005
169991,Revenue,Salem,Edapadi,0.5,19-12-2005
170179,Revenue,Salem,Mettur,1,25-12-2005
170293,Revenue,Salem,Yercaud,1.4,06-01-2006
170346,Revenue,Salem,Yercaud,2.2,08-01-2006
170357,Revenue,Salem,Mettur,1,08-01-2006
170402,Revenue,Salem,Gangavalli,13.8,09-01-2006
170443,Revenue,Salem,Valappady,7,09-01-2006
170448,Revenue,Salem,Attur,6.2,09-01-2006
170523,Revenue,Salem,Yercaud,1.2,09-01-2006
170575,Revenue,Salem,Valappady,2,10-01-2006
170582,Revenue,Salem,Yercaud,1.2,10-01-2006
170928,Revenue,Salem,Yercaud,21.4,04-03-2006
170929,Revenue,Salem,Mettur,21,04-03-2006
170989,Revenue,Salem,sankaridurg,6.1,04-03-2006
170990,Revenue,Salem,Edapadi,6,04-03-2006
171132,Revenue,Salem,Yercaud,3.2,06-03-2006
171281,Revenue,Salem,Salem,0.3,10-03-2006
171350,Revenue,Salem,Mettur,5.4,11-03-2006
171374,Revenue,Salem,Yercaud,2,11-03-2006
171392,Revenue,Salem,Salem,0.8,11-03-2006
171420,Revenue,Salem,Omalur,41,12-03-2006
171521,Revenue,Salem,Mettur,9.4,12-03-2006
171529,Revenue,Salem,Edapadi,8,12-03-2006
171578,Revenue,Salem,Yercaud,3,12-03-2006
171585,Revenue,Salem,Salem,2.4,12-03-2006
171589,Revenue,Salem,Valappady,2,12-03-2006
171590,Revenue,Salem,sankaridurg,2,12-03-2006
171680,Revenue,Salem,Edapadi,54,14-03-2006
171692,Revenue,Salem,Omalur,33,14-03-2006
171709,Revenue,Salem,Valappady,18,14-03-2006
171711,Revenue,Salem,Salem,17.6,14-03-2006
171717,Revenue,Salem,Yercaud,13.8,14-03-2006
171821,Revenue,Salem,Attur,33.6,17-03-2006
171849,Revenue,Salem,Yercaud,7.2,17-03-2006
171963,Revenue,Salem,Yercaud,15,31-03-2006
172029,Revenue,Salem,Yercaud,1.2,09-04-2006
172030,Revenue,Salem,Mettur,3.4,10-04-2006
172120,Revenue,Salem,Yercaud,64,16-04-2006
172163,Revenue,Salem,Salem,15.4,16-04-2006
172174,Revenue,Salem,Omalur,13,16-04-2006
172180,Revenue,Salem,sankaridurg,12,16-04-2006
172191,Revenue,Salem,Gangavalli,8.6,16-04-2006
172222,Revenue,Salem,Edapadi,3.2,16-04-2006
172223,Revenue,Salem,Attur,3.2,16-04-2006
