,dept,dist,station,value,date
91269,Revenue,Salem,Yercaud,5,17-01-2001
103326,Revenue,Salem,Yercaud,5,20-05-2002
129328,Revenue,Salem,Yercaud,24.6,01-10-2004
129349,Revenue,Salem,Edapadi,19.6,01-10-2004
129370,Revenue,Salem,Omalur,12.8,01-10-2004
129395,Revenue,Salem,Valappady,9,01-10-2004
129401,Revenue,Salem,Mettur,8.4,01-10-2004
129406,Revenue,Salem,Gangavalli,8,01-10-2004
129436,Revenue,Salem,sankaridurg,5.6,01-10-2004
129451,Revenue,Salem,Salem,4.7,01-10-2004
129655,Revenue,Salem,Salem,12.5,02-10-2004
129683,Revenue,Salem,Yercaud,9,02-10-2004
129726,Revenue,Salem,Mettur,6.6,02-10-2004
129732,Revenue,Salem,Valappady,6,02-10-2004
129801,Revenue,Salem,Omalur,2.8,02-10-2004
129841,Revenue,Salem,Gangavalli,1.6,02-10-2004
129845,Revenue,Salem,Attur,1.4,02-10-2004
129848,Revenue,Salem,Edapadi,1,02-10-2004
129961,Revenue,Salem,Omalur,5.6,03-10-2004
129964,Revenue,Salem,Mettur,5.2,03-10-2004
129989,Revenue,Salem,Edapadi,3,03-10-2004
130000,Revenue,Salem,Yercaud,2.2,03-10-2004
130023,Revenue,Salem,Salem,1.8,03-10-2004
130059,Revenue,Salem,Yercaud,62,04-10-2004
130100,Revenue,Salem,Attur,14.6,04-10-2004
130106,Revenue,Salem,Valappady,13,04-10-2004
130108,Revenue,Salem,Salem,12.8,04-10-2004
130136,Revenue,Salem,Edapadi,8,04-10-2004
130143,Revenue,Salem,Gangavalli,7.8,04-10-2004
130204,Revenue,Salem,Omalur,2,04-10-2004
130221,Revenue,Salem,Mettur,1,04-10-2004
130341,Revenue,Salem,Salem,14.2,10-10-2004
130350,Revenue,Salem,Valappady,10,10-10-2004
130416,Revenue,Salem,Attur,32.6,11-10-2004
130503,Revenue,Salem,Gangavalli,4.6,11-10-2004
130611,Revenue,Salem,Valappady,33,12-10-2004
130650,Revenue,Salem,Edapadi,21,12-10-2004
130718,Revenue,Salem,Gangavalli,10.2,12-10-2004
130719,Revenue,Salem,Mettur,10.2,12-10-2004
130729,Revenue,Salem,Salem,9.8,12-10-2004
130805,Revenue,Salem,Yercaud,4.2,12-10-2004
130831,Revenue,Salem,Attur,3,12-10-2004
131166,Revenue,Salem,Edapadi,13.2,14-10-2004
131256,Revenue,Salem,Gangavalli,2.2,14-10-2004
131327,Revenue,Salem,sankaridurg,34.6,15-10-2004
131333,Revenue,Salem,Edapadi,31,15-10-2004
131383,Revenue,Salem,Gangavalli,15.6,15-10-2004
131412,Revenue,Salem,Yercaud,11.4,15-10-2004
131437,Revenue,Salem,Omalur,6.6,15-10-2004
131487,Revenue,Salem,Valappady,2,15-10-2004
131502,Revenue,Salem,Mettur,1.2,15-10-2004
131609,Revenue,Salem,Attur,4.8,16-10-2004
131621,Revenue,Salem,Mettur,3.2,16-10-2004
131635,Revenue,Salem,Valappady,1,16-10-2004
131659,Revenue,Salem,Yercaud,53.6,17-10-2004
131680,Revenue,Salem,Salem,36,17-10-2004
131714,Revenue,Salem,Attur,24.2,17-10-2004
131742,Revenue,Salem,sankaridurg,19.6,17-10-2004
131803,Revenue,Salem,Valappady,8,17-10-2004
131837,Revenue,Salem,Omalur,4.6,17-10-2004
131844,Revenue,Salem,Gangavalli,4.2,17-10-2004
131876,Revenue,Salem,Mettur,2,17-10-2004
131893,Revenue,Salem,Edapadi,1,17-10-2004
132113,Revenue,Salem,Attur,10.8,18-10-2004
132148,Revenue,Salem,Valappady,8,18-10-2004
132193,Revenue,Salem,Yercaud,5.2,18-10-2004
132198,Revenue,Salem,Omalur,5,18-10-2004
132220,Revenue,Salem,Gangavalli,4.2,18-10-2004
132229,Revenue,Salem,Salem,4,18-10-2004
132276,Revenue,Salem,Edapadi,1,18-10-2004
132323,Revenue,Salem,sankaridurg,34.2,19-10-2004
132344,Revenue,Salem,Valappady,28,19-10-2004
132445,Revenue,Salem,Salem,11.8,19-10-2004
132526,Revenue,Salem,Omalur,5,19-10-2004
132575,Revenue,Salem,Yercaud,2.8,19-10-2004
132581,Revenue,Salem,Mettur,2.2,19-10-2004
132618,Revenue,Salem,Attur,1,19-10-2004
132687,Revenue,Salem,Omalur,19,20-10-2004
132916,Revenue,Salem,Mettur,1.6,20-10-2004
132917,Revenue,Salem,Salem,1.6,20-10-2004
132937,Revenue,Salem,Valappady,1,20-10-2004
132985,Revenue,Salem,Mettur,27.6,21-10-2004
132986,Revenue,Salem,Yercaud,27.2,21-10-2004
133133,Revenue,Salem,sankaridurg,4.8,21-10-2004
133139,Revenue,Salem,Omalur,4.2,21-10-2004
133216,Revenue,Salem,Salem,1.8,21-10-2004
133266,Revenue,Salem,sankaridurg,36.4,22-10-2004
133467,Revenue,Salem,Gangavalli,6.6,22-10-2004
133482,Revenue,Salem,Edapadi,5.4,22-10-2004
133510,Revenue,Salem,Yercaud,4.2,22-10-2004
133518,Revenue,Salem,Salem,4,22-10-2004
133557,Revenue,Salem,Attur,2.4,22-10-2004
133588,Revenue,Salem,Valappady,1.5,22-10-2004
133632,Revenue,Salem,Salem,34.1,23-10-2004
133819,Revenue,Salem,Valappady,6,23-10-2004
133932,Revenue,Salem,Edapadi,1.6,23-10-2004
134013,Revenue,Salem,Salem,31.2,24-10-2004
134028,Revenue,Salem,Mettur,29.2,24-10-2004
134033,Revenue,Salem,Omalur,27.4,24-10-2004
134090,Revenue,Salem,Edapadi,19,24-10-2004
134098,Revenue,Salem,Gangavalli,18.4,24-10-2004
134099,Revenue,Salem,Attur,18.4,24-10-2004
134118,Revenue,Salem,Yercaud,15.8,24-10-2004
134241,Revenue,Salem,Valappady,5,24-10-2004
134453,Revenue,Salem,Attur,7.4,25-10-2004
134502,Revenue,Salem,Omalur,4,25-10-2004
134554,Revenue,Salem,Gangavalli,2.2,25-10-2004
134564,Revenue,Salem,Valappady,2,25-10-2004
134758,Revenue,Salem,sankaridurg,19.6,26-10-2004
134827,Revenue,Salem,Salem,10.6,26-10-2004
134841,Revenue,Salem,Yercaud,9.2,26-10-2004
134893,Revenue,Salem,Omalur,5.2,26-10-2004
134961,Revenue,Salem,Gangavalli,2.4,26-10-2004
134967,Revenue,Salem,Attur,2,26-10-2004
135192,Revenue,Salem,Omalur,13.6,27-10-2004
135202,Revenue,Salem,Edapadi,12,27-10-2004
135390,Revenue,Salem,Yercaud,1.6,27-10-2004
135402,Revenue,Salem,Salem,0.5,27-10-2004
135514,Revenue,Salem,sankaridurg,23.6,28-10-2004
135558,Revenue,Salem,Valappady,18,28-10-2004
135604,Revenue,Salem,Attur,14.4,28-10-2004
135652,Revenue,Salem,Yercaud,10.8,28-10-2004
135708,Revenue,Salem,Gangavalli,7.2,28-10-2004
135735,Revenue,Salem,Salem,5.6,28-10-2004
135758,Revenue,Salem,Omalur,4,28-10-2004
135836,Revenue,Salem,Edapadi,1,28-10-2004
135921,Revenue,Salem,Salem,51.8,29-10-2004
135973,Revenue,Salem,Valappady,34,29-10-2004
135985,Revenue,Salem,sankaridurg,31.4,29-10-2004
136129,Revenue,Salem,Yercaud,13.6,29-10-2004
136131,Revenue,Salem,Attur,13.2,29-10-2004
136202,Revenue,Salem,Edapadi,8.4,29-10-2004
136232,Revenue,Salem,Gangavalli,6.8,29-10-2004
136274,Revenue,Salem,Omalur,3.6,29-10-2004
136496,Revenue,Salem,Gangavalli,27.8,30-10-2004
136498,Revenue,Salem,Yercaud,27.2,30-10-2004
136524,Revenue,Salem,Attur,21.6,30-10-2004
136575,Revenue,Salem,Valappady,13,30-10-2004
136589,Revenue,Salem,Omalur,11.4,30-10-2004
136607,Revenue,Salem,Salem,8.5,30-10-2004
136659,Revenue,Salem,Mettur,4.8,30-10-2004
136663,Revenue,Salem,sankaridurg,4.2,30-10-2004
136671,Revenue,Salem,Edapadi,4,30-10-2004
136883,Revenue,Salem,Mettur,63.4,31-10-2004
137018,Revenue,Salem,Gangavalli,24.4,31-10-2004
137021,Revenue,Salem,Yercaud,23.4,31-10-2004
137047,Revenue,Salem,Edapadi,19.6,31-10-2004
137048,Revenue,Salem,Attur,19.6,31-10-2004
137087,Revenue,Salem,Valappady,16,31-10-2004
137108,Revenue,Salem,Omalur,14.6,31-10-2004
137120,Revenue,Salem,sankaridurg,12.8,31-10-2004
137127,Revenue,Salem,Salem,12.2,31-10-2004
137325,Revenue,Salem,Gangavalli,35.2,01-11-2004
137372,Revenue,Salem,Mettur,21.4,01-11-2004
137387,Revenue,Salem,Edapadi,19.2,01-11-2004
137443,Revenue,Salem,Salem,12.2,01-11-2004
137473,Revenue,Salem,sankaridurg,10.4,01-11-2004
137687,Revenue,Salem,Yercaud,1.4,01-11-2004
137690,Revenue,Salem,Omalur,1.4,01-11-2004
137773,Revenue,Salem,Edapadi,40,02-11-2004
137904,Revenue,Salem,Mettur,10.8,02-11-2004
137908,Revenue,Salem,sankaridurg,10.2,02-11-2004
137975,Revenue,Salem,Yercaud,4,02-11-2004
138000,Revenue,Salem,Omalur,2,02-11-2004
138010,Revenue,Salem,Gangavalli,1.2,02-11-2004
138028,Revenue,Salem,Salem,0.4,02-11-2004
138045,Revenue,Salem,Valappady,12,03-11-2004
138086,Revenue,Salem,Omalur,3.2,03-11-2004
138160,Revenue,Salem,Yercaud,2.6,04-11-2004
138323,Revenue,Salem,Attur,2,05-11-2004
138364,Revenue,Salem,Yercaud,1,05-11-2004
138382,Revenue,Salem,Salem,0.9,05-11-2004
138518,Revenue,Salem,Gangavalli,25.4,06-11-2004
138591,Revenue,Salem,Valappady,15,06-11-2004
138600,Revenue,Salem,Yercaud,14.8,06-11-2004
138636,Revenue,Salem,Salem,10.4,06-11-2004
138654,Revenue,Salem,Attur,9.4,06-11-2004
138695,Revenue,Salem,Omalur,7,06-11-2004
138710,Revenue,Salem,Mettur,5.2,06-11-2004
138711,Revenue,Salem,sankaridurg,5.2,06-11-2004
138727,Revenue,Salem,Edapadi,4,06-11-2004
138898,Revenue,Salem,Yercaud,30.4,07-11-2004
138935,Revenue,Salem,Mettur,24.4,07-11-2004
138993,Revenue,Salem,Gangavalli,16.3,07-11-2004
139005,Revenue,Salem,Valappady,14,07-11-2004
139081,Revenue,Salem,Attur,9.2,07-11-2004
139094,Revenue,Salem,Salem,8.4,07-11-2004
139097,Revenue,Salem,Edapadi,8.2,07-11-2004
139120,Revenue,Salem,Omalur,6.2,07-11-2004
139169,Revenue,Salem,sankaridurg,4.2,07-11-2004
139364,Revenue,Salem,Omalur,36.4,08-11-2004
139424,Revenue,Salem,Valappady,25,08-11-2004
139435,Revenue,Salem,Edapadi,24.6,08-11-2004
139465,Revenue,Salem,Yercaud,20.2,08-11-2004
139476,Revenue,Salem,Attur,19.4,08-11-2004
139512,Revenue,Salem,Gangavalli,16.2,08-11-2004
139543,Revenue,Salem,Mettur,13.2,08-11-2004
139602,Revenue,Salem,Salem,9.8,08-11-2004
139668,Revenue,Salem,sankaridurg,5.2,08-11-2004
139887,Revenue,Salem,Mettur,19.8,09-11-2004
139932,Revenue,Salem,Yercaud,14.2,09-11-2004
140062,Revenue,Salem,Attur,5.2,09-11-2004
140089,Revenue,Salem,Edapadi,4.4,09-11-2004
140111,Revenue,Salem,Gangavalli,3.3,09-11-2004
140119,Revenue,Salem,Valappady,3,09-11-2004
140148,Revenue,Salem,Salem,1.8,09-11-2004
140214,Revenue,Salem,Attur,20.6,10-11-2004
140263,Revenue,Salem,Yercaud,13.2,10-11-2004
140264,Revenue,Salem,Gangavalli,12.8,10-11-2004
140324,Revenue,Salem,Valappady,7,10-11-2004
140385,Revenue,Salem,Mettur,4.2,10-11-2004
140439,Revenue,Salem,Edapadi,2,10-11-2004
140632,Revenue,Salem,Yercaud,15,11-11-2004
140699,Revenue,Salem,Attur,10.4,11-11-2004
140754,Revenue,Salem,Omalur,7,11-11-2004
140824,Revenue,Salem,Edapadi,4.2,11-11-2004
140825,Revenue,Salem,Gangavalli,4.2,11-11-2004
140844,Revenue,Salem,Salem,3.4,11-11-2004
140861,Revenue,Salem,Mettur,2.6,11-11-2004
140914,Revenue,Salem,Valappady,0.2,11-11-2004
141156,Revenue,Salem,Valappady,10,12-11-2004
141162,Revenue,Salem,Omalur,9.4,12-11-2004
141241,Revenue,Salem,Gangavalli,5.8,12-11-2004
141290,Revenue,Salem,Attur,3,12-11-2004
141360,Revenue,Salem,Edapadi,1,12-11-2004
141555,Revenue,Salem,Mettur,24.6,13-11-2004
141585,Revenue,Salem,Yercaud,21.8,13-11-2004
141593,Revenue,Salem,Gangavalli,20.2,13-11-2004
141835,Revenue,Salem,Salem,4.2,13-11-2004
141836,Revenue,Salem,Attur,4.2,13-11-2004
141858,Revenue,Salem,Valappady,3,13-11-2004
141860,Revenue,Salem,Omalur,3,13-11-2004
141884,Revenue,Salem,Edapadi,0.6,13-11-2004
142281,Revenue,Salem,Edapadi,9,15-11-2004
142335,Revenue,Salem,Salem,5.5,15-11-2004
142416,Revenue,Salem,sankaridurg,2.2,15-11-2004
142425,Revenue,Salem,Valappady,2,15-11-2004
142441,Revenue,Salem,Gangavalli,1.6,15-11-2004
142731,Revenue,Salem,Salem,1.7,16-11-2004
143581,Revenue,Salem,Mettur,10.4,27-11-2004
143641,Revenue,Salem,Yercaud,5.4,27-11-2004
143664,Revenue,Salem,Omalur,4,27-11-2004
143709,Revenue,Salem,sankaridurg,2.2,27-11-2004
143742,Revenue,Salem,Edapadi,1,27-11-2004
143797,Revenue,Salem,Yercaud,3.4,28-11-2004
145120,Revenue,Salem,Edapadi,15,01-02-2005
145146,Revenue,Salem,Salem,0.8,01-02-2005
145191,Revenue,Salem,sankaridurg,9.4,02-02-2005
145194,Revenue,Salem,Valappady,9,02-02-2005
145195,Revenue,Salem,Mettur,9,02-02-2005
145253,Revenue,Salem,Salem,1,02-02-2005
145442,Revenue,Salem,Edapadi,33,11-03-2005
145448,Revenue,Salem,Mettur,18.6,11-03-2005
145455,Revenue,Salem,sankaridurg,13.2,11-03-2005
145467,Revenue,Salem,Salem,0.8,11-03-2005
145542,Revenue,Salem,Valappady,34,14-03-2005
145543,Revenue,Salem,Mettur,33.8,14-03-2005
145551,Revenue,Salem,Salem,22.3,14-03-2005
145562,Revenue,Salem,Yercaud,19.2,14-03-2005
145581,Revenue,Salem,Omalur,10.2,14-03-2005
145586,Revenue,Salem,Edapadi,9.2,14-03-2005
145708,Revenue,Salem,Valappady,5,26-03-2005
145714,Revenue,Salem,Attur,2.4,26-03-2005
145772,Revenue,Salem,Mettur,4.6,31-03-2005
145787,Revenue,Salem,Yercaud,1.4,31-03-2005
145798,Revenue,Salem,Omalur,25.2,01-04-2005
145811,Revenue,Salem,sankaridurg,8.4,01-04-2005
145841,Revenue,Salem,Yercaud,1.2,01-04-2005
146053,Revenue,Salem,Mettur,33,04-04-2005
146065,Revenue,Salem,sankaridurg,28.8,04-04-2005
146095,Revenue,Salem,Attur,24.4,04-04-2005
146142,Revenue,Salem,Yercaud,16.2,04-04-2005
146160,Revenue,Salem,Valappady,14,04-04-2005
146195,Revenue,Salem,Gangavalli,10.2,04-04-2005
146240,Revenue,Salem,Salem,5.6,04-04-2005
146266,Revenue,Salem,Edapadi,3,04-04-2005
146559,Revenue,Salem,Yercaud,4.4,05-04-2005
146579,Revenue,Salem,Attur,2.4,05-04-2005
146581,Revenue,Salem,Valappady,2,05-04-2005
146599,Revenue,Salem,Salem,0.2,05-04-2005
146764,Revenue,Salem,Mettur,5.2,06-04-2005
146832,Revenue,Salem,Yercaud,1.2,06-04-2005
146847,Revenue,Salem,Salem,0.4,06-04-2005
146903,Revenue,Salem,Gangavalli,54.2,07-04-2005
146911,Revenue,Salem,sankaridurg,48.8,07-04-2005
146918,Revenue,Salem,Salem,42.2,07-04-2005
146921,Revenue,Salem,Mettur,41.6,07-04-2005
146930,Revenue,Salem,Edapadi,36.4,07-04-2005
146945,Revenue,Salem,Yercaud,28.8,07-04-2005
146986,Revenue,Salem,Omalur,18.4,07-04-2005
146990,Revenue,Salem,Valappady,18,07-04-2005
147002,Revenue,Salem,Attur,15.6,07-04-2005
147145,Revenue,Salem,Omalur,29.2,08-04-2005
147155,Revenue,Salem,Salem,21.8,08-04-2005
147192,Revenue,Salem,Mettur,11.6,08-04-2005
147253,Revenue,Salem,Yercaud,4.8,08-04-2005
147299,Revenue,Salem,Edapadi,2.2,08-04-2005
147301,Revenue,Salem,Valappady,2,08-04-2005
147367,Revenue,Salem,sankaridurg,16.4,10-04-2005
147370,Revenue,Salem,Edapadi,12.2,10-04-2005
147376,Revenue,Salem,Mettur,6,10-04-2005
147389,Revenue,Salem,Edapadi,93,11-04-2005
147477,Revenue,Salem,Mettur,1.4,11-04-2005
147479,Revenue,Salem,Gangavalli,1.2,11-04-2005
147480,Revenue,Salem,Salem,1,11-04-2005
147503,Revenue,Salem,Valappady,38,12-04-2005
147516,Revenue,Salem,Yercaud,16.6,12-04-2005
147526,Revenue,Salem,Salem,14,12-04-2005
147592,Revenue,Salem,Yercaud,61,13-04-2005
147594,Revenue,Salem,Mettur,41,13-04-2005
147623,Revenue,Salem,sankaridurg,10.8,13-04-2005
147690,Revenue,Salem,Edapadi,7.6,14-04-2005
147714,Revenue,Salem,Salem,18.3,15-04-2005
147716,Revenue,Salem,Edapadi,9,15-04-2005
147739,Revenue,Salem,Edapadi,2.8,16-04-2005
147740,Revenue,Salem,Mettur,1.6,16-04-2005
147821,Revenue,Salem,Mettur,69,21-04-2005
147829,Revenue,Salem,Salem,45.3,21-04-2005
147841,Revenue,Salem,Attur,33.6,21-04-2005
147855,Revenue,Salem,Gangavalli,23,21-04-2005
147871,Revenue,Salem,Edapadi,15,21-04-2005
147909,Revenue,Salem,Valappady,8,21-04-2005
147958,Revenue,Salem,Yercaud,2.6,21-04-2005
147971,Revenue,Salem,Omalur,1.6,21-04-2005
148041,Revenue,Salem,Edapadi,34,24-04-2005
148050,Revenue,Salem,sankaridurg,16.4,24-04-2005
148144,Revenue,Salem,Edapadi,53.2,27-04-2005
148149,Revenue,Salem,sankaridurg,27,27-04-2005
148170,Revenue,Salem,Mettur,3,27-04-2005
148186,Revenue,Salem,Gangavalli,16.2,28-04-2005
148213,Revenue,Salem,Yercaud,60.4,29-04-2005
148272,Revenue,Salem,Attur,1.4,29-04-2005
148292,Revenue,Salem,Attur,4.5,30-04-2005
148295,Revenue,Salem,Omalur,2.8,30-04-2005
148300,Revenue,Salem,Gangavalli,1.2,30-04-2005
148317,Revenue,Salem,Valappady,36,01-05-2005
148324,Revenue,Salem,Mettur,30.2,01-05-2005
148357,Revenue,Salem,Attur,8.4,01-05-2005
148358,Revenue,Salem,Edapadi,8.2,01-05-2005
148381,Revenue,Salem,Yercaud,4.4,01-05-2005
148385,Revenue,Salem,Omalur,4,01-05-2005
148426,Revenue,Salem,Valappady,55,02-05-2005
148470,Revenue,Salem,Omalur,15.6,02-05-2005
148512,Revenue,Salem,Attur,4.8,02-05-2005
148643,Revenue,Salem,Valappady,37,04-05-2005
148662,Revenue,Salem,Yercaud,19.8,04-05-2005
148681,Revenue,Salem,Gangavalli,11.2,04-05-2005
148695,Revenue,Salem,Salem,7.7,04-05-2005
148711,Revenue,Salem,Attur,3.6,04-05-2005
148822,Revenue,Salem,sankaridurg,18.4,05-05-2005
148827,Revenue,Salem,Mettur,16,05-05-2005
148851,Revenue,Salem,Yercaud,10.4,05-05-2005
148852,Revenue,Salem,Gangavalli,10.2,05-05-2005
148904,Revenue,Salem,Valappady,3,05-05-2005
148929,Revenue,Salem,Salem,1.3,05-05-2005
148982,Revenue,Salem,Valappady,12,07-05-2005
149027,Revenue,Salem,Valappady,2,08-05-2005
149102,Revenue,Salem,Edapadi,17.2,13-05-2005
149113,Revenue,Salem,sankaridurg,11,13-05-2005
149189,Revenue,Salem,Edapadi,2.4,14-05-2005
149195,Revenue,Salem,Yercaud,9.8,15-05-2005
149196,Revenue,Salem,Valappady,7,15-05-2005
149239,Revenue,Salem,sankaridurg,3.6,20-05-2005
149271,Revenue,Salem,Edapadi,7,24-05-2005
149275,Revenue,Salem,Omalur,5.8,24-05-2005
149281,Revenue,Salem,Yercaud,2.6,24-05-2005
149294,Revenue,Salem,Salem,0.6,24-05-2005
149317,Revenue,Salem,sankaridurg,16,26-05-2005
149323,Revenue,Salem,Yercaud,10.8,26-05-2005
149329,Revenue,Salem,Attur,7.4,26-05-2005
149330,Revenue,Salem,Valappady,7,26-05-2005
149336,Revenue,Salem,Omalur,6,26-05-2005
149349,Revenue,Salem,Salem,3.7,26-05-2005
149470,Revenue,Salem,Gangavalli,12.8,27-05-2005
149569,Revenue,Salem,Attur,1.6,27-05-2005
149612,Revenue,Salem,Yercaud,31,29-05-2005
149656,Revenue,Salem,Mettur,7.2,29-05-2005
149684,Revenue,Salem,Valappady,3,29-05-2005
149685,Revenue,Salem,Salem,3,29-05-2005
149691,Revenue,Salem,Gangavalli,2.8,29-05-2005
149739,Revenue,Salem,Edapadi,59.4,30-05-2005
149761,Revenue,Salem,Gangavalli,41.6,30-05-2005
149784,Revenue,Salem,Mettur,27,30-05-2005
149801,Revenue,Salem,sankaridurg,22.2,30-05-2005
149812,Revenue,Salem,Attur,18.6,30-05-2005
149819,Revenue,Salem,Yercaud,17,30-05-2005
149824,Revenue,Salem,Valappady,16,30-05-2005
149847,Revenue,Salem,Salem,10.8,30-05-2005
149849,Revenue,Salem,Omalur,10.4,30-05-2005
150001,Revenue,Salem,Omalur,14.6,04-06-2005
150008,Revenue,Salem,Edapadi,11.2,04-06-2005
150016,Revenue,Salem,Yercaud,5.6,04-06-2005
150041,Revenue,Salem,sankaridurg,33.6,05-06-2005
150046,Revenue,Salem,Edapadi,23,05-06-2005
150059,Revenue,Salem,Gangavalli,14.4,05-06-2005
150063,Revenue,Salem,Salem,13.4,05-06-2005
150087,Revenue,Salem,Mettur,2,05-06-2005
150260,Revenue,Salem,Yercaud,2,09-06-2005
150287,Revenue,Salem,Attur,29.4,10-06-2005
150311,Revenue,Salem,Salem,12.6,10-06-2005
150333,Revenue,Salem,Gangavalli,8.4,10-06-2005
150357,Revenue,Salem,Yercaud,4.6,10-06-2005
150383,Revenue,Salem,Mettur,1,10-06-2005
150437,Revenue,Salem,Yercaud,5,12-06-2005
150442,Revenue,Salem,Mettur,3,12-06-2005
150451,Revenue,Salem,Edapadi,16.6,13-06-2005
150456,Revenue,Salem,Salem,9.3,13-06-2005
150725,Revenue,Salem,Yercaud,23.4,21-06-2005
150816,Revenue,Salem,Yercaud,16,22-06-2005
150825,Revenue,Salem,Omalur,4.6,22-06-2005
150834,Revenue,Salem,Valappady,2,22-06-2005
150897,Revenue,Salem,Salem,0.4,23-06-2005
150926,Revenue,Salem,Salem,0.5,25-06-2005
150929,Revenue,Salem,Yercaud,27.4,26-06-2005
150951,Revenue,Salem,Valappady,2,26-06-2005
151084,Revenue,Salem,Yercaud,1.2,01-07-2005
151170,Revenue,Salem,Yercaud,2,04-07-2005
151351,Revenue,Salem,Yercaud,3.8,07-07-2005
151415,Revenue,Salem,Yercaud,4,09-07-2005
151546,Revenue,Salem,Salem,10.8,12-07-2005
151547,Revenue,Salem,Yercaud,8.2,12-07-2005
151554,Revenue,Salem,Omalur,4.6,12-07-2005
151578,Revenue,Salem,Yercaud,5,13-07-2005
151594,Revenue,Salem,Salem,1.2,13-07-2005
151617,Revenue,Salem,Gangavalli,28.8,14-07-2005
151622,Revenue,Salem,Yercaud,21.8,14-07-2005
151636,Revenue,Salem,Omalur,14.4,14-07-2005
151657,Revenue,Salem,Salem,6.5,14-07-2005
151680,Revenue,Salem,Attur,2.4,14-07-2005
151683,Revenue,Salem,Valappady,2,14-07-2005
151761,Revenue,Salem,Yercaud,37.4,15-07-2005
151777,Revenue,Salem,sankaridurg,32.6,15-07-2005
151778,Revenue,Salem,Gangavalli,32.2,15-07-2005
151823,Revenue,Salem,Valappady,20,15-07-2005
151824,Revenue,Salem,Mettur,20,15-07-2005
151887,Revenue,Salem,Omalur,11,15-07-2005
151908,Revenue,Salem,Attur,8.6,15-07-2005
151929,Revenue,Salem,Salem,5,15-07-2005
151997,Revenue,Salem,Attur,5.5,16-07-2005
152003,Revenue,Salem,Yercaud,4,16-07-2005
152009,Revenue,Salem,Mettur,2.2,16-07-2005
152010,Revenue,Salem,Omalur,2.2,16-07-2005
152012,Revenue,Salem,Valappady,2,16-07-2005
152013,Revenue,Salem,Salem,2,16-07-2005
152034,Revenue,Salem,Salem,51,17-07-2005
152048,Revenue,Salem,sankaridurg,37.7,17-07-2005
152056,Revenue,Salem,Omalur,31.2,17-07-2005
152124,Revenue,Salem,Edapadi,11,17-07-2005
152140,Revenue,Salem,Mettur,7.8,17-07-2005
152150,Revenue,Salem,Attur,6.2,17-07-2005
152189,Revenue,Salem,Gangavalli,2.2,17-07-2005
152190,Revenue,Salem,Valappady,2,17-07-2005
152297,Revenue,Salem,Edapadi,1,18-07-2005
152328,Revenue,Salem,Yercaud,70.2,20-07-2005
152531,Revenue,Salem,Salem,0.5,21-07-2005
152551,Revenue,Salem,Salem,1.9,22-07-2005
152589,Revenue,Salem,Omalur,7,23-07-2005
152595,Revenue,Salem,Yercaud,4,23-07-2005
152692,Revenue,Salem,Yercaud,2.2,24-07-2005
152694,Revenue,Salem,Attur,1.2,24-07-2005
152771,Revenue,Salem,Yercaud,2.4,25-07-2005
152772,Revenue,Salem,Valappady,2,25-07-2005
152832,Revenue,Salem,Yercaud,5.6,26-07-2005
152850,Revenue,Salem,Salem,0.8,26-07-2005
152960,Revenue,Salem,Valappady,8,28-07-2005
152968,Revenue,Salem,Yercaud,5.2,28-07-2005
152969,Revenue,Salem,Salem,5.2,28-07-2005
152976,Revenue,Salem,Mettur,2,28-07-2005
153102,Revenue,Salem,Yercaud,1.2,30-07-2005
153109,Revenue,Salem,Salem,0.2,30-07-2005
153192,Revenue,Salem,Salem,17,01-08-2005
153228,Revenue,Salem,Valappady,0.4,01-08-2005
153229,Revenue,Salem,Yercaud,0.4,01-08-2005
153272,Revenue,Salem,Salem,2.4,02-08-2005
153361,Revenue,Salem,Salem,2.8,06-08-2005
153444,Revenue,Salem,Mettur,4,11-08-2005
153523,Revenue,Salem,Gangavalli,2.4,13-08-2005
153678,Revenue,Salem,Salem,0.4,16-08-2005
153725,Revenue,Salem,Salem,8,18-08-2005
153767,Revenue,Salem,Yercaud,1.2,20-08-2005
153797,Revenue,Salem,Valappady,28,23-08-2005
153808,Revenue,Salem,Attur,17.4,23-08-2005
153858,Revenue,Salem,Edapadi,1.6,23-08-2005
153860,Revenue,Salem,Salem,0.4,23-08-2005
153861,Revenue,Salem,Mettur,151.6,24-08-2005
153862,Revenue,Salem,Salem,105.6,24-08-2005
153892,Revenue,Salem,Gangavalli,25.4,24-08-2005
153893,Revenue,Salem,Yercaud,25,24-08-2005
153897,Revenue,Salem,Omalur,19.4,24-08-2005
153899,Revenue,Salem,Valappady,19,24-08-2005
153936,Revenue,Salem,Edapadi,6,24-08-2005
153958,Revenue,Salem,Attur,1.4,24-08-2005
153994,Revenue,Salem,Omalur,18.2,25-08-2005
154004,Revenue,Salem,Valappady,11,25-08-2005
154022,Revenue,Salem,sankaridurg,6.2,25-08-2005
154024,Revenue,Salem,Yercaud,6,25-08-2005
154061,Revenue,Salem,Salem,0.6,25-08-2005
154070,Revenue,Salem,Mettur,76,26-08-2005
154073,Revenue,Salem,Yercaud,62.2,26-08-2005
154074,Revenue,Salem,Gangavalli,60.8,26-08-2005
154096,Revenue,Salem,Valappady,43,26-08-2005
154098,Revenue,Salem,Edapadi,40.6,26-08-2005
154121,Revenue,Salem,Attur,31.6,26-08-2005
154148,Revenue,Salem,sankaridurg,24,26-08-2005
